,hurst_100
2021-05-11,0.47343991230226773
2021-05-12,0.48971516479707916
2021-05-14,0.4683279087768133
2021-05-17,0.45753304247990983
2021-05-18,0.4245597257758612
2021-05-19,0.44996537199197434
2021-05-20,0.44952122242450726
2021-05-21,0.3387761731930439
2021-05-24,0.3830896870513949
2021-05-25,0.37780011001307967
2021-05-26,0.38737061717538906
2021-05-27,0.38144281018927667
2021-05-28,0.3592516498660234
2021-05-31,0.38941491940928386
2021-06-01,0.4013015151079648
2021-06-02,0.425629255990387
2021-06-03,0.42486484954981935
2021-06-04,0.42308313057339786
2021-06-07,0.4671003148496853
2021-06-08,0.49104638519133403
2021-06-09,0.48103572894052066
2021-06-10,0.4851251954762339
2021-06-11,0.46271064427815284
2021-06-14,0.45762780636989053
2021-06-15,0.4631095015510832
2021-06-16,0.47673472349929136
2021-06-17,0.4554026032266348
2021-06-18,0.4470945032435135
2021-06-21,0.4635757701058588
2021-06-22,0.46424074904048723
2021-06-23,0.4648048303389288
2021-06-24,0.48296176753967934
2021-06-25,0.466219342889459
2021-06-28,0.47181983413601825
2021-06-29,0.4782029607708729
2021-06-30,0.2935646010964675
2021-07-01,0.3225727761323652
2021-07-02,0.3098367778032683
2021-07-05,0.3250151781386223
